DANH SÁCH TRẠM QUAN TRẮC THEO TỈNH THÀNH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1.0,Vĩnh Long,Trạm khí tượng Trung tâm TP Vĩnh Long,Thành phố,10.25,105.9667,321.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Vĩnh Long,Trạm khí tượng Ven biển Vĩnh Long 3,Quận 1,10.25,105.9667,280.0,Khí tượng thủy văn,vrain.vn (thu thập)
3.0,Vĩnh Long,Đài Tây Vĩnh Long 2,Huyện A,10.25,105.9667,302.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Vĩnh Long:,-164,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Vĩnh Phúc,Trạm Trung tâm TP Vĩnh Phúc,Huyện B,21.3089,105.6044,294.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Vĩnh Phúc,Trạm Ven biển Vĩnh Phúc 3,Thị xã,21.3089,105.6044,77.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Vĩnh Phúc,Trạm khí tượng Tây Vĩnh Phúc 2,Quận 1,21.3089,105.6044,371.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Vĩnh Phúc,Trạm quan trắc Đông Vĩnh Phúc 5,Quận 1,21.3089,105.6044,227.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Vĩnh Phúc,Trạm đo Bắc Vĩnh Phúc 4,Quận 1,21.3089,105.6044,193.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Vĩnh Phúc:,-165,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Yên Bái,Trạm Bắc Yên Bái 3,Thị xã,21.7,104.8667,309.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Yên Bái,Trạm Vùng núi Yên Bái 2,Quận 1,21.7,104.8667,53.0,Khí tượng thủy văn,vrain.vn (thu thập)
3.0,Yên Bái,Trạm khí tượng Ven biển Yên Bái 4,Quận 2,21.7,104.8667,286.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Yên Bái,Trạm đo Vùng núi Yên Bái 5,Huyện A,21.7,104.8667,23.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Yên Bái,Đài Vùng núi Yên Bái,Thành phố,21.7,104.8667,270.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Yên Bái:,-168,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Điện Biên,Trạm Trung tâm Điện Biên 2,Quận 2,21.3833,103.0167,483.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Điện Biên,Trạm quan trắc Trung tâm Điện Biên,Quận 2,21.3833,103.0167,189.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Điện Biên,Trạm đo Bắc Điện Biên 3,Quận 1,21.3833,103.0167,389.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Điện Biên:,-173,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đà Nẵng,Trạm Ngoại thành Đà Nẵng,Quận 2,16.0592,108.2208,288.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đà Nẵng,Trạm Trung tâm TP Đà Nẵng 4,Quận 3,16.0592,108.2208,373.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đà Nẵng,Trạm Ven biển Đà Nẵng 2,Quận 1,16.0592,108.2208,89.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đà Nẵng,Trạm khí tượng Nam Đà Nẵng 7,Quận 1,16.0592,108.2208,280.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đà Nẵng,Trạm quan trắc Vùng núi Đà Nẵng 6,Quận 1,16.0592,108.2208,15.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Đà Nẵng,Trạm đo Bắc Đà Nẵng 3,Thị xã,16.0592,108.2208,7.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Đà Nẵng,Trạm đo Bắc Đà Nẵng 5,Huyện A,16.0592,108.2208,278.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đà Nẵng:,-172,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đắk Lắk,Trạm Vùng núi Đắk Lắk 4,Huyện B,12.6662,108.0382,364.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đắk Lắk,Trạm khí tượng Nam Đắk Lắk,Thị xã,12.6662,108.0382,230.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đắk Lắk,Trạm khí tượng Tây Đắk Lắk 2,Huyện B,12.6662,108.0382,183.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đắk Lắk,Trạm khí tượng Vùng núi Đắk Lắk 7,Huyện A,12.6662,108.0382,65.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đắk Lắk,Trạm quan trắc Bắc Đắk Lắk 6,Quận 1,12.6662,108.0382,122.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Đắk Lắk,Trạm đo Trung tâm TP Đắk Lắk 5,Thị xã,12.6662,108.0382,37.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Đắk Lắk,Trạm đo Ven biển Đắk Lắk 3,Quận 3,12.6662,108.0382,304.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đắk Lắk:,-175,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đắk Nông,Trạm quan trắc Ngoại thành Đắk Nông 4,Quận 1,12.0042,107.6907,453.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đắk Nông,Trạm quan trắc Vùng núi Đắk Nông 2,Thị xã,12.0042,107.6907,9.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đắk Nông,Trạm quan trắc Vùng núi Đắk Nông 3,Quận 3,12.0042,107.6907,336.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đắk Nông,Trạm Đông Đắk Nông 5,Huyện B,12.0042,107.6907,105.0,Khí tượng thủy văn,vrain.vn (thu thập)
5.0,Đắk Nông,Trạm đo Nam Đắk Nông 6,Thành phố,12.0042,107.6907,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Đắk Nông,Đài Trung tâm Đắk Nông,Huyện A,12.0042,107.6907,417.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đắk Nông:,-179,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đồng Nai,Trạm khí tượng Bắc Đồng Nai,Quận 1,10.9574,106.8429,120.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đồng Nai,Trạm khí tượng Bắc Đồng Nai 2,Quận 1,10.9574,106.8429,449.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đồng Nai,Trạm khí tượng Trung tâm TP Đồng Nai 3,Quận 1,10.9574,106.8429,371.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đồng Nai:,-185,Quận 1,15.5667,106.1975,266.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đồng Tháp,Trạm khí tượng Trung tâm TP Đồng Tháp,Quận 1,10.45,105.6333,73.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đồng Tháp,Trạm quan trắc Nam Đồng Tháp 4,Quận 3,10.45,105.6333,169.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đồng Tháp,Trạm Đông Đồng Tháp 2,Huyện B,10.45,105.6333,440.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đồng Tháp,Trạm đo Vùng núi Đồng Tháp 6,Quận 2,10.45,105.6333,283.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đồng Tháp,Trạm đo Đông Đồng Tháp 3,Quận 1,10.45,105.6333,431.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Đồng Tháp,Đài Ven biển Đồng Tháp 5,Quận 1,10.45,105.6333,309.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
