DANH SÁCH TRẠM QUAN TRẮC THEO TỈNH THÀNH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
3.0,Vĩnh Long,Trạm đo Ven biển Vĩnh Long 3,Thành phố,10.25,105.9667,109.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Vĩnh Long,Đài Trung tâm Vĩnh Long 4,Thành phố,10.25,105.9667,218.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Vĩnh Long,Đài Vùng núi Vĩnh Long 2,Quận 1,10.25,105.9667,129.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Vĩnh Long:,-162,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Vĩnh Phúc,Trạm Bắc Vĩnh Phúc 3,Huyện B,21.3089,105.6044,402.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Vĩnh Phúc,Trạm khí tượng Vùng núi Vĩnh Phúc 4,Huyện B,21.3089,105.6044,331.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Vĩnh Phúc,Trạm quan trắc Vùng núi Vĩnh Phúc 5,Thành phố,21.3089,105.6044,424.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Vĩnh Phúc,Đài Tây Vĩnh Phúc,Quận 2,21.3089,105.6044,67.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Vĩnh Phúc,Đài Ven biển Vĩnh Phúc 2,Huyện A,21.3089,105.6044,289.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Vĩnh Phúc:,-165,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Yên Bái,Trạm đo Trung tâm TP Yên Bái 2,Quận 2,21.7,104.8667,32.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Yên Bái,Trạm đo Vùng núi Yên Bái 3,Quận 1,21.7,104.8667,390.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Yên Bái,Trạm đo Đông Yên Bái 4,Thành phố,21.7,104.8667,86.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Yên Bái,Đài Trung tâm Yên Bái,Quận 2,21.7,104.8667,91.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Yên Bái:,-169,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Điện Biên,Trạm Trung tâm Điện Biên 4,Thành phố,21.3833,103.0167,404.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Điện Biên,Trạm Vùng núi Điện Biên,Quận 2,21.3833,103.0167,57.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Điện Biên,Trạm quan trắc Trung tâm TP Điện Biên 5,Quận 1,21.3833,103.0167,163.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Điện Biên,Trạm đo Ngoại thành Điện Biên 3,Thị xã,21.3833,103.0167,358.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Điện Biên,Đài Đông Điện Biên 2,Thành phố,21.3833,103.0167,99.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Điện Biên:,-171,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đà Nẵng,Trạm Trung tâm TP Đà Nẵng 5,Quận 3,16.0592,108.2208,108.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đà Nẵng,Trạm Tây Đà Nẵng,Thành phố,16.0592,108.2208,9.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đà Nẵng,Trạm khí tượng Ngoại thành Đà Nẵng 2,Huyện A,16.0592,108.2208,125.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đà Nẵng,Trạm khí tượng Trung tâm Đà Nẵng 3,Thành phố,16.0592,108.2208,223.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đà Nẵng,Trạm quan trắc Trung tâm TP Đà Nẵng 4,Thành phố,16.0592,108.2208,392.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đà Nẵng:,-174,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đắk Lắk,Trạm Tây Đắk Lắk 3,Thành phố,12.6662,108.0382,426.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đắk Lắk,Trạm Ven biển Đắk Lắk,Quận 2,12.6662,108.0382,299.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đắk Lắk,Trạm quan trắc Trung tâm TP Đắk Lắk 2,Quận 3,12.6662,108.0382,142.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đắk Lắk:,-179,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đắk Nông,Trạm Trung tâm Đắk Nông,Quận 3,12.0042,107.6907,398.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đắk Nông,Trạm khí tượng Trung tâm TP Đắk Nông 5,Thành phố,12.0042,107.6907,5.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đắk Nông,Trạm khí tượng Vùng núi Đắk Nông 3,Huyện A,12.0042,107.6907,305.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đắk Nông,Trạm khí tượng Đông Đắk Nông 2,Thành phố,12.0042,107.6907,373.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đắk Nông,Đài Bắc Đắk Nông 4,Huyện A,12.0042,107.6907,492.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đắk Nông:,-180,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đồng Nai,Trạm Tây Đồng Nai 4,Quận 3,10.9574,106.8429,33.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đồng Nai,Trạm khí tượng Trung tâm Đồng Nai 5,Quận 2,10.9574,106.8429,146.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đồng Nai,Trạm khí tượng Tây Đồng Nai,Thành phố,10.9574,106.8429,114.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đồng Nai,Trạm khí tượng Đông Đồng Nai 7,Quận 3,10.9574,106.8429,6.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đồng Nai,Trạm quan trắc Bắc Đồng Nai 6,Huyện A,10.9574,106.8429,348.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
6.0,Đồng Nai,Trạm đo Ven biển Đồng Nai 2,Thị xã,10.9574,106.8429,163.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
7.0,Đồng Nai,Trạm đo Đông Đồng Nai 8,Huyện B,10.9574,106.8429,276.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
8.0,Đồng Nai,Đài Vùng núi Đồng Nai 3,Huyện B,10.9574,106.8429,424.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Tổng số trạm Đồng Nai:,-180,Thành phố,15.81295,106.3308,258.5,Khí tượng thủy văn,vrain.vn (tổng hợp)
1.0,Đồng Tháp,Trạm Trung tâm TP Đồng Tháp,Huyện A,10.45,105.6333,348.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
2.0,Đồng Tháp,Trạm khí tượng Ngoại thành Đồng Tháp 4,Thành phố,10.45,105.6333,254.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
3.0,Đồng Tháp,Trạm quan trắc Trung tâm TP Đồng Tháp 2,Huyện A,10.45,105.6333,447.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
4.0,Đồng Tháp,Trạm đo Bắc Đồng Tháp 5,Thành phố,10.45,105.6333,380.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
5.0,Đồng Tháp,Trạm đo Ven biển Đồng Tháp 3,Quận 2,10.45,105.6333,321.0,Khí tượng thủy văn,vrain.vn (tổng hợp)
