Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Lào Cai,Trung Tâm 1,xã Phúc Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Đào Thịnh,xã Trấn Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Tả Van,xã Tả Van,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Thủy điện Nậm Phàng,xã Bản Liền,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lào Cai,Minh Chuẩn,xã Tân Lĩnh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Đoàn Kết 2,xã Mường Nhé,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Búng Lao 2,xã Búng Lao,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Sáy,xã Chiềng Sinh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Tấu,xã Nà Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pa Thơm PCTT,xã Thanh Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Ảng,xã Mường Ảng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pú Nhi 2,xã Pu Nhi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Na Sang (Mường Chà, Điện Biên)",xã Na Sang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Si Pa Phìn,xã Si Pa Phìn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Nà Khoa (Nậm Pồ, Điện Biên)",xã Nà Hỳ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Tả Phìn 1,xã Sính Phình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Phăng 1,xã Mường Phăng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Trung Thu,xã Sính Phình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Chà Tở (Nậm Pồ, Điện Biên)",xã Chà Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Búng Lao 1,xã Búng Lao,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Hồ Na Hươm,xã Núa Ngam,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Chà Nưa (Nậm Pồ, Điện Biên)",xã Mường Chà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Xín Chải,xã Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Hồ Nậm Ngám,xã Pu Nhi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Báng,xã Tủa Chùa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Mường Toong (Mường Nhé, Điện Biên)",xã Mường Toong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phình Sáng 1,xã Sáng Nhè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Luân 3,xã Mường Luân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phình Sáng 2,xã Sáng Nhè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Pồn 2,xã Mường Pồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Pá Mỳ (Mường Nhé, Điện Biên)",xã Nậm Kè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Sen Thượng (Mường Nhé, Điện Biên)",xã Sín Thầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Phình Sáng (Tuần Giáo, Điện Biên)",xã Sáng Nhè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Chà Cang 2,xã Mường Chà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Sam Mứn 1,xã Thanh An,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Chà PCTT,xã Na Sang,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pú Nhi 3,xã Pu Nhi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Na Son 1,xã Na Son,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Tùng,xã Mường Tùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Chà,xã Mường Chà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Lói 2,xã Mường Nhà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Chi cục thủy lợi,phường Điện Biên Phủ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Thanh Nưa 1,xã Thanh Nưa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Na Son,xã Na Son,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phì Nhừ 3,xã Xa Dung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pú Nhung,xã Pú Nhung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Pồn,xã Mường Pồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Hua Thanh (Nậm Khẩu Hú),xã Thanh Nưa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Tây Trang,xã Sam Mứn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Tênh Phông,xã Quài Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Quài Nưa,xã Tuần Giáo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Háng Lìa 2,xã Tìa Dình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Lạn 1,xã Mường Lạn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Háng Lìa,xã Tìa Dình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Búng Lao 3,xã Búng Lao,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Tấu 2,xã Nà Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Tỏa Tình (Tuần Giáo, Điện Biên)",xã Quài Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pa Thơm,xã Thanh Yên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Nhà 3,xã Mường Nhà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Tùng 2,xã Mường Tùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Báng PCTT,xã Tủa Chùa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Lay Nưa,phường Mường Lay,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Sông Đà,phường Mường Lay,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phì Nhừ 4,xã Xa Dung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Tỏa Tình,xã Quài Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Sín Chải (Tủa Chùa, Điện Biên)",xã Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Tấu 1,xã Nà Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Hừa Ngài,xã Pa Ham,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Xá Tổng,phường Mường Lay,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Háng Lìa 3,xã Tìa Dình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Pú Xi (Tuần Giáo, Điện Biên)",xã Mường Mùn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Huổi Lèng 2,xã Mường Tùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mùn Chung PCTT,xã Mường Mùn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Ẳng Tở,xã Búng Lao,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,P. Na Lay,phường Mường Lay,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Ẳng Cang 2,xã Mường Ảng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Xuân Lao,xã Mường Lạn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Lạn 2,xã Mường Lạn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Đun,xã Sáng Nhè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Mùn 1,xã Mường Mùn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pa Ham,xã Nậm Nèn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nậm Kè,xã Nậm Kè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phì Nhừ 5,xã Xa Dung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phình Giàng 2,xã Phình Giàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phì Nhừ 2,xã Xa Dung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Sam Mứn 2,xã Thanh An,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Huổi Lèng 1,xã Mường Tùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"A Pa Chải (Mường Nhé, Điện Biên)",xã Sín Thầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Ta Ma (Tuần Giáo, Điện Biên)",xã Pú Nhung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Háng Lìa 1,xã Tìa Dình,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Phăng 2,xã Mường Phăng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Chung Chải,xã Mường Nhé,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Lay Nưa PCTT,phường Mường Lay,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Ẳng Nưa,xã Mường Ảng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Phăng 3,xã Mường Phăng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Luân Giới,xã Mường Luân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Quài Tở,xã Quài Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Mơn,xã Mường Pồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Chiềng Sinh,xã Chiềng Sinh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pú Nhung 1,xã Pú Nhung,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Nậm Khăn (Nậm Pồ, Điện Biên)",xã Chà Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Mường Mùn (Tuần Giáo, Điện Biên)",xã Mường Mùn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Mùn 2,xã Mường Mùn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Nhé,xã Mường Nhé,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Mươn,xã Mường Pồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Hỳ,xã Nà Hỳ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Huổi Só,xã Tủa Thàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Luân 2,xã Mường Luân,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Thín,xã Chiềng Sinh,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mùn Chung,xã Tủa Chùa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phìn Hồ,xã Si Pa Phìn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Lao Xả Phình,xã Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nà Tấu 3,xã Nà Tấu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Pa Tần,xã Mường Chà,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Nậm Ngà,xã Nà Hỳ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Na Cô Sa (Nậm Pồ, Điện Biên)",xã Quảng Lâm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Sín Thầu,xã Sín Thầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Phình Giàng 1,xã Phình Giàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Na Ư 1,xã Sam Mứn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Mường Pồn 1,xã Mường Pồn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Xá Nhè (Tủa Chùa, Điện Biên)",xã Sáng Nhè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Quảng Lâm,xã Quảng Lâm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Si Pha Phìn,xã Si Pa Phìn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Keo Lôm 2,xã Na Son,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Ẳng Cang 1,xã Mường Ảng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Na Son 2,xã Na Son,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Huổi Lèng,xã Mường Tùng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Tủa Thàng,xã Tủa Thàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,"Pa Ham (Mường Chà, Điện Biên)",xã Pa Ham,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Điện Biên,Na Ư 2,xã Sam Mứn,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Sơn Bình,xã Bình Lư,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Thèn Sin,xã Sin Suối Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Sin Suối Hồ,xã Sin Suối Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bum Tở,xã Bum Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pắc Ta PCTT,xã Pắc Ta,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Thân Thuộc,xã Tân Uyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Xe,xã Sin Suối Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Mường Khoa,xã Mường Khoa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Hồ Thầu PCTT,xã Tả Lèng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Hua Bum,xã Hua Bum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Mù Sang,xã Dào San,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Kan Hồ 1,xã Bum Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Tà Mung (Than Uyên, Lai Châu)",xã Mường Kim,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Cần (Tân Uyên, Lai Châu)",xã Tân Uyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Hăn 2 (Sìn Hồ, Lai Châu)",xã Nậm Cuổi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Mường Kim,xã Mường Kim,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Phúc Than,xã Mường Than,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tà Hừa,xã Mường Kim,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Vàng Ma Chải,xã Sì Lở Lầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Cuổi 4,xã Nậm Cuổi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Mù Cả (Mường Tè, Lai Châu)",xã Mù Cả,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pa Vệ Sử 2,xã Bum Nưa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bình Lư 1,xã Bình Lư,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pu Sam Cáp,xã Pu Sam Cáp,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Huổi Luông,xã Phong Thổ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Chăn Nưa (Sìn Hồ, Lai Châu)",xã Lê Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Khổng Lào 1,xã Khổng Lào,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Ngà (Mường Tè, Lai Châu)",xã Tà Tổng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Lùng Thàng (Sìn Hồ, Lai Châu)",xã Nậm Tăm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bản Bo,xã Bản Bo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nùng Nàng,phường Tân Phong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Cuổi,xã Nậm Cuổi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Lản Nhì Thàng (Phong Thổ, Lai Châu)",phường Đoàn Kết,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Dào San 2,xã Dào San,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Trung Đồng 2,xã Tân Uyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bản Giang,phường Tân Phong,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Kan Hồ 2,xã Bum Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Cha,xã Nậm Tăm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pa Nậm Cúm,xã Phong Thổ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pa Ủ 2,xã Pa Ủ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tả Ngảo,xã Tủa Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Hàng 2,xã Nậm Hàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Hoang Thèn 1,xã Khổng Lào,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Phúc Khoa (Tân Uyên, Lai Châu)",xã Mường Khoa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Sì Lờ Lầu,xã Sì Lở Lầu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pa Thắng,xã Thu Lũm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Mường Mít (Than Uyên, Lai Châu)",xã Mường Than,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Cha (Sìn Hồ, Lai Châu)",xã Nậm Tăm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Chăn Nưa 1,xã Lê Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tà Gia 2,xã Khoen On,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Khao 2,xã Mường Tè,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Trung Chải,xã Pa Tần,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Mường Mô 2,xã Mường Mô,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Phìn Hồ 3,xã Hồng Thu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pa Vệ Sử 4,xã Bum Nưa,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Xe 2,xã Sin Suối Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Sỏ (Tân Uyên, Lai Châu)",xã Nậm Sỏ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Pha Mu (Than Uyên, Lai Châu)",xã Mường Kim,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Loỏng,phường Đoàn Kết,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Hàng 2 (Nậm Nhùn, Lai Châu)",xã Nậm Hàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Sỏ 2,xã Nậm Sỏ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tà Tổng 2,xã Tà Tổng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Thị trấn Tân Uyên (Tân Uyên, Lai Châu)",xã Tân Uyên,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Xe 1,xã Sin Suối Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Ka Lăng 2,xã Thu Lũm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Huổi Cuổng (Mường Tè, Lai Châu)",xã Hua Bum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bình Lư 2,xã Bình Lư,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pac Ma,xã Bum Tở,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Ta Gia (Than Uyên, Lai Châu)",xã Khoen On,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Ka Lăng,xã Thu Lũm,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bản Lang 2,xã Khổng Lào,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Làng Mô 2,xã Tủa Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tả Phìn,xã Sìn Hồ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Chăn Nưa 2,xã Lê Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tà Tổng 1,xã Tà Tổng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Tà Mít,xã Nậm Sỏ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Tủa Sín Chải (Sìn Hồ, Lai Châu)",xã Tủa Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nà Tăm,xã Bản Bo,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Hua Bum 3,xã Hua Bum,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Làng Mô 1,xã Tủa Sín Chải,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Lê Lợi,xã Lê Lợi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Tà Hừa (Than Uyên, Lai Châu)",xã Mường Kim,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Pắc Ta,xã Pắc Ta,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,"Nậm Chà (Nậm Nhùn, Lai Châu)",xã Mường Mô,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Hăn 2,xã Nậm Cuổi,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Nậm Manh,xã Nậm Hàng,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Sơn Bình 2,xã Bình Lư,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Hồng Thu,xã Hồng Thu,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Vàng Bó,xã Phong Thổ,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
Lai Châu,Bình Lư 3,xã Bình Lư,0.0,Không mưa,26/12/2025 19:00,26/12/2025 21:37:09
